mode_idx,re_penetration,fault_name,fault_bus,clear_time,success,stable,severity,f_angle,f_freq,f_voltage,V_min,max_angle_deg,max_freq_dev_hz,initial_flow_MW,final_flow_MW,max_flow_MW,sim_time,re_west_fraction,re_dispatch_west,re_dispatch_east,load_level_west,load_level_east,gen_dispatch,total_re_mw,west_re_mw,east_re_mw,west_import_demand,east_export_surplus,inertia_proxy,transfer_demand,distribution_mode
1,0.0,bus16_ct25,16.0,0.25,True,False,0.9610968249843683,1.0,0.8443872999374733,1.0,-6.438966467935468e-13,186.48497230499495,1.6887745998749493,-875.8758502701787,-138.36390549908637,1359.552388829357,0.673530101776123,0.12179715918311136,0.3796182460868276,0.38101103457592983,1.1507323501115139,0.8235613487991934,3,0.0,0.0,0.0,853.6093791577359,1169.775987030937,16.581643309656364,853.6093791577359,east_concentrated
1,0.0,gen_trip_g4,,,True,True,0.19980568416868927,0.39961136833737854,0.0,0.0,1.0029639954300242,71.93004630072814,0.0,-875.8758502701787,-875.8758502701787,1359.552388829357,1.4523179531097412,0.12179715918311136,0.3796182460868276,0.38101103457592983,1.1507323501115139,0.8235613487991934,3,0.0,0.0,0.0,853.6093791577359,1169.775987030937,16.581643309656364,853.6093791577359,east_concentrated
2,0.0,bus4_ct10,4.0,0.1,True,True,0.606709000923739,0.5703593043986055,0.29225465785327387,0.9938627370444715,0.006137262955528551,102.66467479174898,0.5845093157065451,-723.7620573133429,-721.9898047264443,1880.7549617201498,1.9670093059539795,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,bus14_ct10,14.0,0.1,True,True,0.6087829532268605,0.5712555110325346,0.2984895033461896,0.9941312874961833,0.0058687125038167365,102.82599198585623,0.5969790066923819,-723.7620573133429,-722.0044225674912,1896.045264804806,1.8334238529205322,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,bus16_ct10,16.0,0.1,True,True,0.648843766475956,0.6411051418930327,0.320896092134614,0.9922686899831445,0.007731310016855488,115.39892554074589,0.6417921842692254,-723.7620573133429,-721.5243713042593,2167.759565045406,2.145451784133911,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,bus26_ct10,26.0,0.1,True,True,0.5374783045949448,0.4951704945171997,0.1645290617810211,0.9950431675643588,0.004956832435641191,89.13068901309595,0.32905812356204045,-723.7620573133429,-722.9846404655714,1741.2357317157016,1.6926467418670654,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,bus20_ct15,20.0,0.15,True,False,0.949876243461091,1.0,0.799504973844364,1.0,-0.12277319095823168,183.87208634390305,1.5990099476887298,-723.7620573133429,-856.7669145323126,1420.023354885151,0.9035506248474121,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,bus8_ct15,8.0,0.15,True,True,0.6934560183358194,0.672030714540239,0.4348522052677666,0.9949104389950332,0.005089561004966816,120.96552861724301,0.8697044105355323,-723.7620573133429,-720.8214295761318,2029.5350740565664,1.871823787689209,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,bus4_ct25,4.0,0.25,True,False,0.9090859554571549,1.0,0.6414212388037939,0.9949225830248254,0.005077416975174559,182.22723370496263,1.2828424776075886,-723.7620573133429,-818.3473010481382,1805.5882236560064,0.6050307750701904,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,bus16_ct25,16.0,0.25,True,False,0.960156871991825,1.0,0.8406274879672999,1.0,-2.4943722297135305e-11,185.06853031279732,1.6812549759346007,-723.7620573133429,-123.85568436030636,1284.9678320231485,0.4676337242126465,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
2,0.0,gen_trip_g4,,,True,True,0.19420091944503654,0.38840183889007307,0.0,0.0,1.0015242944251914,69.91233100021316,0.0,-723.7620573133429,-723.7620573133429,1284.9678320231485,1.6537761688232422,0.1693190319553806,0.5177947662272229,0.6313831980181769,1.0417236882800742,0.9536833560087794,3,0.0,0.0,0.0,503.90959200247744,825.0827899327437,16.581643309656364,503.90959200247744,east_concentrated
3,0.0,bus4_ct10,4.0,0.1,True,True,0.5945550793633587,0.542436711423505,0.29950993929782044,0.9938369553086042,0.006163044691395802,97.63860805623091,0.5990198785956435,-711.5716259567821,-709.7638759921789,1854.2280761305153,1.814166784286499,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,bus14_ct10,14.0,0.1,True,True,0.5973633710192701,0.5450883944133302,0.3051593588252146,0.9941173364252054,0.005882663574794614,98.11591099439944,0.610318717650431,-711.5716259567821,-709.7607857455813,1874.106517173224,2.0468432903289795,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,bus16_ct10,16.0,0.1,True,True,0.6321413225257785,0.6212801718356911,0.29370813735870627,0.9922968090730256,0.007703190926974371,111.8304309304244,0.5874162747174116,-711.5716259567821,-709.1873849536153,2146.1936537521196,1.9455440044403076,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,bus26_ct10,26.0,0.1,True,True,0.5216984907278082,0.47514741901474156,0.14146491692890706,0.9950342079528424,0.004965792047157634,85.52653542265348,0.28292983385781234,-711.5716259567821,-710.7289159383365,1666.4986890202756,1.9331889152526855,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,bus20_ct15,20.0,0.15,True,True,0.5934328552451293,0.4912342972078205,0.3912628265648763,1.0,-0.12377497211273654,88.4221734974077,0.7825256531297509,-711.5716259567821,-525.8766280641229,1262.7714025521946,1.3127918243408203,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,bus8_ct15,8.0,0.15,True,True,0.6642984835353791,0.6360267401099037,0.39029835974662674,0.9948420941750823,0.0051579058249177035,114.48481321978267,0.7805967194932517,-711.5716259567821,-708.7842267640842,1977.682907082103,2.311379909515381,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,bus4_ct25,4.0,0.25,True,False,0.9116931835135215,1.0,0.6519696168287226,0.9948031172253634,0.005196882774636624,182.46934142540476,1.3039392336574451,-711.5716259567821,-859.7360584229881,1829.7439853540513,0.3860318660736084,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,bus16_ct25,16.0,0.25,True,False,0.958292200672668,1.0,0.8331688026906718,1.0,-5.406871864217153e-17,185.79554550551,1.6663376053813472,-711.5716259567821,-89.96790827077734,1262.7714025521946,0.6934628486633301,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
3,0.0,gen_trip_g4,,,True,True,0.18736089402079278,0.37472178804158557,0.0,0.0,1.0025018966863954,67.4499218474854,0.0,-711.5716259567821,-711.5716259567821,1262.7714025521946,1.4755518436431885,0.20073254939012744,0.5643703803768616,0.6363782888012091,1.0880536129214802,0.8753327899627297,2,0.0,0.0,0.0,1057.9559902521078,1192.2234393887297,16.581643309656364,1057.9559902521078,east_concentrated
4,0.0,bus4_ct10,4.0,0.1,True,True,0.5759203285026563,0.5046173998449357,0.30064238103121,0.9938041332895439,0.006195866710456137,90.83113197208843,0.6012847620624173,-617.1835957225425,-615.1824429861417,1812.4046741225975,2.083817481994629,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,bus14_ct10,14.0,0.1,True,True,0.5793059927551498,0.508158923145144,0.30681694182472086,0.9940891829055903,0.005910817094409705,91.46860616612592,0.6136338836494426,-617.1835957225425,-615.171082056123,1833.6601388564752,1.8824212551116943,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,bus16_ct10,16.0,0.1,True,True,0.6067868563311464,0.5708673986792043,0.293170472838419,0.9922421551277577,0.007757844872242287,102.75613176225679,0.5863409456768398,-617.1835957225425,-614.5083955529029,2108.7753736568516,2.155789375305176,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,bus26_ct10,26.0,0.1,True,True,0.4993590819040763,0.43060010139140864,0.14121141202524257,0.9950247128082453,0.00497528719175471,77.50801825045356,0.2824228240504878,-617.1835957225425,-616.2205930206488,1624.759000294805,1.7295691967010498,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,bus20_ct15,20.0,0.15,True,False,0.9571345630745602,1.0,0.828538252298241,1.0,-0.12320028248369712,180.71023282749672,1.657076504596482,-617.1835957225425,-41.12401739395719,1222.2498380644636,0.9361488819122314,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,bus8_ct15,8.0,0.15,True,True,0.6408442783239677,0.5909359669853654,0.3867045726197169,0.9948006067054233,0.0051993932945767745,106.36847405736577,0.7734091452394365,-617.1835957225425,-614.1945908930279,1928.386211585019,1.9307665824890137,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,bus4_ct25,4.0,0.25,True,False,0.9116756768528614,1.0,0.6519798375189225,0.9947228698925231,0.0052771301074768275,181.5593588043349,1.3039596750378468,-617.1835957225425,-845.9398543414175,1816.5718855506175,0.6224923133850098,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,bus16_ct25,16.0,0.25,True,False,0.9615226285506617,1.0,0.8460905142026469,1.0,-5.6950967827047686e-12,183.49835320096471,1.692181028405293,-617.1835957225425,-77.48445613113594,1222.2498380644636,0.4723012447357178,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
4,0.0,gen_trip_g4,,,True,True,0.16740272595712594,0.3348054519142519,0.0,0.0,1.0016380103608842,60.264981344565335,0.0,-617.1835957225425,-617.1835957225425,1222.2498380644636,1.7129838466644287,0.9579237761689386,0.9694666622716133,0.4755685796824013,1.1267417464186185,0.9162954029396514,2,0.0,0.0,0.0,1182.0675225109276,1083.7134776128642,16.581643309656364,1182.0675225109276,west_concentrated
5,0.0,bus4_ct10,4.0,0.1,True,True,0.5838947497091552,0.5211672110997221,0.29940502145109704,0.9938395551860798,0.006160444813920202,93.81009799794998,0.5988100429021959,-496.32026648367696,-494.2140203750052,1756.431153795762,1.8370590209960938,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,bus14_ct10,14.0,0.1,True,True,0.5880120608141097,0.5253936446543486,0.30714867182735617,0.9941122821203857,0.005887717879614293,94.57085603778273,0.6142973436547106,-496.32026648367696,-494.1925363407239,1777.445591297339,2.0505588054656982,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,bus16_ct10,16.0,0.1,True,True,0.6014161480825271,0.5607972980791216,0.29185674979351717,0.9922132463783477,0.007786753621652221,100.9435136542419,0.5837134995870352,-496.32026648367696,-493.56815221078404,2058.4845810147935,2.134212017059326,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,bus26_ct10,26.0,0.1,True,True,0.4957297713260875,0.4236193302219933,0.14065969716835625,0.9950207276920071,0.004979272307992881,76.25147943995879,0.28131939433671427,-496.32026648367696,-495.3244820771371,1569.9915300702442,1.9376718997955322,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,bus20_ct15,20.0,0.15,True,False,0.9641772546775975,1.0,0.8567090187103901,1.0,-0.1512916029535309,189.87445985864665,1.7134180374207775,-496.32026648367696,-410.36353789257356,1162.177668088636,0.5593197345733643,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,bus8_ct15,8.0,0.15,True,True,0.649213476563392,0.6088533427101287,0.3843056041503239,0.9948416166829867,0.005158383317013344,109.59360168782317,0.7686112083006469,-496.32026648367696,-493.1382601659314,1875.7657583854339,2.138075590133667,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,bus4_ct25,4.0,0.25,True,False,0.9114941548529929,1.0,0.6511972567384916,0.9947793626734802,0.005220637326519835,182.08550899354572,1.3023945134769832,-496.32026648367696,-752.1156543455919,1747.0385690446838,0.38541746139526367,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,bus16_ct25,16.0,0.25,True,False,0.9609565856497655,1.0,0.843826342599062,1.0,-0.17809507414690584,180.78448756197804,1.6876526851981222,-496.32026648367696,-67.1830022289395,1162.177668088636,1.9126918315887451,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
5,0.0,gen_trip_g4,,,True,True,0.164299901861057,0.328599803722114,0.0,0.0,1.0003300238698432,59.147964669980524,0.0,-496.32026648367696,-496.32026648367696,1162.177668088636,1.459230661392212,0.6467519623666133,0.4666751637910461,0.9960290863916095,1.023301860053175,1.0256284808112768,2,0.0,0.0,0.0,850.2323670505848,794.0901543309283,16.581643309656364,850.2323670505848,balanced
6,0.0,bus4_ct10,4.0,0.1,True,True,0.5744326486991118,0.5021965639512528,0.2994965184945393,0.9938409483994023,0.0061590516005977265,90.3953815112255,0.5989930369890795,-346.08649072505517,-343.7813692515057,1684.057656225756,2.038515329360962,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
6,0.0,bus14_ct10,14.0,0.1,True,True,0.5795414565834576,0.5074963881852617,0.3090634987749823,0.9941095511883246,0.005890448811675446,91.34934987334711,0.6181269975499681,-346.08649072505517,-343.7475214569028,1706.1671078590425,1.8455517292022705,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
6,0.0,bus16_ct10,16.0,0.1,True,True,0.5786389614451294,0.5159391274632397,0.29052127275562256,0.9921563180984156,0.007843681901584331,92.86904294338314,0.5810425455112433,-346.08649072505517,-343.0908786008311,1992.796842920393,2.069553852081299,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
6,0.0,bus26_ct10,26.0,0.1,True,True,0.47679037456427076,0.38463906023064465,0.1428701501330707,0.9950132276627229,0.004986772337277069,69.23503084151604,0.28574030026614405,-346.08649072505517,-344.9776553287368,1501.04935133461,1.6890900135040283,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
6,0.0,bus20_ct15,20.0,0.15,True,False,0.966307692512137,1.0,0.865230770048548,1.0,-0.12115658820895882,184.6334617420009,1.7304615400970969,-346.08649072505517,-656.1421336279112,1356.135765365118,0.881643533706665,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
6,0.0,bus8_ct15,8.0,0.15,True,True,0.6363558580895733,0.5852739555373123,0.3800361873516387,0.9948393339320297,0.005160666067970311,105.34931199671621,0.76007237470328,-346.08649072505517,-342.6577286910891,1798.3548747300683,1.9494819641113281,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
6,0.0,bus4_ct25,4.0,0.25,True,False,0.9113781408166146,1.0,0.6507527335363825,0.9947598297300757,0.005240170269924284,181.6137557730183,1.3015054670727677,-346.08649072505517,-680.3410910189644,1688.8491629116709,0.6241605281829834,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
6,0.0,bus16_ct25,16.0,0.25,True,False,0.9642230721570728,1.0,0.8568922886282913,1.0,-1.2030705331869149e-11,184.71441775149094,1.7137845772565807,-346.08649072505517,-60.85695267305466,1092.4623806067957,0.4611821174621582,0.24219083396544897,0.9504354534755839,0.8109166237438059,0.9861252162096983,1.1271167189606974,2,0.0,0.0,0.0,730.9696936007117,525.247811473113,16.581643309656364,730.9696936007117,east_concentrated
